# Информация по метеостанции 259130 Магадан Географические координаты: 59.550,150.783 Первое наблюдение: 03.03.1946 Последнее наблюдение: 31.12.2021;;;;;;;
Дата; Максимальная температура; Минимальная температура;Средняя температура; Атмосферное давление; Скорость ветра; Осадки; Эффективная температура
28.05.1986; 9.0; 0.0; 4.5;9999;4;0; 0.7
29.05.1986; 6.5; 1.6; 2.9;9999;3;0; -0.3
30.05.1986; 3.5; 0.7; 1.5;9999;4;9999; -2.4
31.05.1986; 4.8; 0.6; 2.6;9999;1;0; 0.7
01.06.1986; 4.7; 1.1; 2.7;9999;3;9999; -0.4
02.06.1986; 9.2; 1.2; 4.2;9999;3;0; 1.2
03.06.1986; 7.8; 1.9; 5.2;9999;3;3; 2.3
04.06.1986; 5.8; 3.1; 4.0;9999;2;8; 1.8
05.06.1986; 7.3; 3.2; 5.7;9999;2;0; 3.6
06.06.1986; 10.2; 3.0; 7.0;9999;3;0; 4.3
07.06.1986; 11.1; 4.7; 7.4;9999;3;2; 4.7
08.06.1986; 9.9; 5.0; 6.6;9999;1;5; 5.2
09.06.1986; 9.7; 4.9; 7.2;9999;3;1; 4.6
10.06.1986; 7.8; 3.0; 4.8;9999;6;0; 0.1
11.06.1986; 4.8; 2.2; 3.6;9999;3;0; 0.6
12.06.1986; 10.1; 1.9; 5.9;9999;3;0; 3.2
13.06.1986; 8.0; 3.9; 5.9;9999;3;0; 3.2
14.06.1986; 8.1; 5.3; 6.8;9999;2;9; 5.0
15.06.1986; 7.5; 3.9; 5.4;9999;3;0; 2.8
16.06.1986; 8.6; 3.4; 6.5;9999;3;0; 4.0
17.06.1986; 10.4; 4.6; 7.3;9999;2;0; 5.6
18.06.1986; 10.6; 4.1; 6.3;9999;6;0; 1.8
19.06.1986; 7.2; 3.2; 4.8;9999;5;0; 0.7
20.06.1986; 8.7; 3.0; 5.1;9999;2;0; 3.0
21.06.1986; 8.5; 2.7; 6.9;9999;4;0; 3.7
22.06.1986; 10.9; 5.3; 7.0;9999;5;0; 3.2
23.06.1986; 11.0; 5.1; 8.2;9999;4;0; 5.1
24.06.1986; 19.7; 5.0; 11.5;9999;4;0; 8.6
25.06.1986; 14.9; 5.4; 8.3;9999;4;0; 5.3
26.06.1986; 12.2; 5.3; 9.1;9999;2;0; 7.6
27.06.1986; 15.4; 7.1; 10.6;9999;2;0; 9.1
28.06.1986; 13.6; 6.8; 9.1;9999;2;0; 7.6
29.06.1986; 11.4; 6.6; 8.7;9999;2;0; 7.2
30.06.1986; 13.3; 6.4; 9.7;9999;4;0; 6.9
01.07.1986; 13.9; 8.0; 10.8;9999;3;0; 8.8
02.07.1986; 18.6; 8.4; 12.1;9999;3;0; 10.3
03.07.1986; 15.2; 7.4; 11.0;9999;2;0; 9.7
04.07.1986; 15.4; 7.2; 10.4;9999;5;0; 7.0
05.07.1986; 10.9; 9.0; 9.9;9999;4;0; 7.3
06.07.1986; 17.5; 9.3; 13.3;9999;3;1; 11.4
07.07.1986; 21.5; 10.0; 14.2;9999;4;0; 11.5
08.07.1986; 16.5; 9.1; 11.1;9999;2;0; 9.9
09.07.1986; 14.3; 9.1; 12.1;9999;2;0; 11.1
10.07.1986; 19.1; 10.8; 16.2;9999;1;4; 16.4
11.07.1986; 19.6; 13.0; 15.2;9999;3;0; 13.9
12.07.1986; 19.8; 12.2; 14.8;9999;3;12; 13.8
13.07.1986; 16.2; 12.8; 14.6;9999;4;0; 12.4
14.07.1986; 19.5; 8.4; 13.4;9999;3;0; 11.4
15.07.1986; 18.2; 8.4; 11.8;9999;3;0; 9.7
16.07.1986; 11.6; 9.6; 10.8;9999;3;0; 9.0
17.07.1986; 11.3; 10.3; 10.9;9999;3;3; 9.3
18.07.1986; 12.5; 10.1; 10.8;9999;2;0; 9.5
19.07.1986; 11.2; 9.7; 10.1;9999;1;23; 9.6
20.07.1986; 13.4; 8.1; 10.9;9999;3;12; 8.9
21.07.1986; 15.7; 8.0; 12.1;9999;4;0; 9.6
22.07.1986; 13.2; 10.0; 11.0;9999;4;0; 8.5
23.07.1986; 11.2; 10.0; 10.8;9999;6;3; 7.2
24.07.1986; 11.0; 10.2; 10.6;9999;2;11; 9.6
25.07.1986; 10.7; 9.7; 10.1;9999;1;23; 9.6
26.07.1986; 14.5; 9.1; 11.5;9999;2;1; 10.2
27.07.1986; 16.0; 9.1; 12.6;9999;2;1; 11.4
28.07.1986; 11.0; 9.0; 9.9;9999;4;24; 7.2
29.07.1986; 13.6; 8.6; 11.4;9999;3;13; 9.0
30.07.1986; 17.6; 8.6; 12.6;9999;2;0; 10.6
31.07.1986; 16.0; 7.1; 11.4;9999;4;0; 8.4
01.08.1986; 16.7; 7.0; 12.1;9999;3;0; 10.0
02.08.1986; 16.0; 8.7; 11.7;9999;3;0; 9.9
03.08.1986; 14.7; 9.1; 11.8;9999;3;0; 10.0
04.08.1986; 15.2; 9.1; 11.7;9999;3;0; 10.0
05.08.1986; 17.6; 10.7; 14.6;9999;2;0; 13.2
06.08.1986; 18.4; 10.8; 13.3;9999;3;0; 11.4
07.08.1986; 18.0; 10.3; 12.8;9999;3;0; 10.6
08.08.1986; 11.6; 8.2; 9.3;9999;3;3; 6.9
09.08.1986; 11.2; 8.1; 10.1;9999;4;0; 7.4
10.08.1986; 16.0; 9.8; 11.8;9999;3;0; 10.0
11.08.1986; 12.4; 10.0; 10.9;9999;6;0; 7.2
12.08.1986; 13.2; 10.4; 11.3;9999;2;1; 10.2
13.08.1986; 14.0; 10.5; 12.4;9999;3;8; 10.8
14.08.1986; 13.6; 10.9; 12.8;9999;4;12; 10.8
15.08.1986; 14.7; 11.5; 12.7;9999;2;21; 12.0
16.08.1986; 13.2; 9.9; 11.1;9999;3;0; 9.4
17.08.1986; 13.4; 9.7; 12.1;9999;5;17; 8.7
18.08.1986; 13.7; 9.3; 11.4;9999;4;0; 8.8
19.08.1986; 14.9; 9.1; 11.9;9999;4;0; 9.6
20.08.1986; 13.7; 11.0; 12.2;9999;3;10; 10.6
21.08.1986; 14.7; 11.4; 13.6;9999;1;4; 13.6
22.08.1986; 14.2; 11.7; 13.2;9999;2;9; 12.5
23.08.1986; 22.3; 12.0; 16.4;9999;3;1; 14.7
24.08.1986; 19.7; 12.7; 15.2;9999;3;0; 13.6
25.08.1986; 20.3; 10.8; 14.8;9999;2;0; 13.7
26.08.1986; 14.2; 9.5; 11.1;9999;2;0; 9.6
27.08.1986; 13.4; 8.5; 10.3;9999;3;6; 8.1
28.08.1986; 12.3; 8.2; 10.2;9999;3;5; 7.8
29.08.1986; 13.7; 7.1; 10.4;9999;3;0; 7.9
30.08.1986; 16.6; 6.5; 12.4;9999;2;0; 11.0
31.08.1986; 16.6; 9.8; 13.1;9999;3;0; 11.0
01.09.1986; 17.9; 10.4; 14.9;9999;3;0; 12.9
02.09.1986; 16.8; 9.1; 12.7;9999;4;0; 9.7
03.09.1986; 13.5; 7.6; 8.9;9999;3;1; 6.4
04.09.1986; 12.0; 7.5; 9.3;9999;3;1; 6.9
05.09.1986; 12.9; 7.3; 10.6;9999;3;0; 8.6
06.09.1986; 11.0; 9.2; 10.5;9999;2;1; 9.3
07.09.1986; 11.2; 7.6; 9.1;9999;3;2; 7.0
08.09.1986; 9.4; 4.0; 6.9;9999;6;29; 2.4
09.09.1986; 7.6; 4.0; 5.3;9999;4;19; 1.7
10.09.1986; 10.0; 3.9; 7.9;9999;4;7; 4.8
11.09.1986; 10.8; 8.2; 9.7;9999;3;7; 7.7
12.09.1986; 11.2; 8.4; 10.0;9999;3;14; 7.7
13.09.1986; 13.0; 8.1; 10.0;9999;5;0; 6.3
14.09.1986; 12.5; 8.0; 10.3;9999;2;3; 8.3
15.09.1986; 17.0; 8.1; 12.4;9999;2;0; 10.1
16.09.1986; 14.6; 6.5; 10.6;9999;1;0; 9.0
17.09.1986; 12.7; 5.6; 8.1;9999;3;0; 5.6
18.09.1986; 10.2; 6.0; 6.9;9999;2;0; 5.1
19.09.1986; 8.0; 6.0; 7.1;9999;3;0; 4.7
20.09.1986; 8.9; 6.4; 8.3;9999;3;0; 5.9
21.09.1986; 9.0; 8.1; 8.4;9999;3;0; 6.1
22.09.1986; 9.1; 8.2; 8.6;9999;2;3; 7.1
23.09.1986; 11.4; 4.8; 7.3;9999;2;0; 5.5
24.09.1986; 11.2; 4.4; 8.7;9999;7;0; 3.5
25.09.1986; 9.7; 7.2; 8.9;9999;4;7; 6.0
26.09.1986; 10.9; 7.7; 9.3;9999;4;16; 6.3
27.09.1986; 8.1; 2.4; 5.8;9999;3;4; 3.1
28.09.1986; 8.2; 1.1; 4.6;9999;1;0; 2.7
29.09.1986; 6.3; 0.5; 3.6;9999;3;0; 0.1
30.09.1986; 4.0; 0.6; 3.4;9999;5;0; -1.0
01.10.1986; 5.3; 3.6; 4.4;9999;8;14; -2.0
02.10.1986; 6.7; 5.3; 5.9;9999;5;13; 1.8
03.10.1986; 9.2; 5.0; 6.7;9999;3;10; 3.8
04.10.1986; 7.5; 2.4; 3.8;9999;4;1; -0.0
05.10.1986; 5.3; 0.7; 2.4;9999;5;2; -2.4
06.10.1986; 6.4; 0.7; 3.6;9999;4;1; -0.3
07.10.1986; 5.0; 2.5; 4.1;9999;3;1; 1.1
08.10.1986; 4.2; 0.2; 1.9;9999;2;30; -0.7
09.10.1986; 7.7; 0.2; 3.4;9999;2;4; 0.7
10.10.1986; 5.1; -1.4; 1.7;9999;3;0; -2.1
11.10.1986; 4.4; -2.1; 2.1;9999;3;0; -1.5
12.10.1986; 5.6; 0.0; 2.9;9999;2;0; -0.1
13.10.1986; 2.6; -5.1; -0.7;9999;3;0; -4.4
14.10.1986; -5.0; -9.6; -7.4;9999;7;11; -14.4
15.10.1986; -6.9; -10.3; -8.9;9999;4;0; -14.3
16.10.1986; 3.0; -10.7; -6.1;9999;5;0; -11.9
17.10.1986; -3.0; -8.6; -6.4;9999;3;0; -10.9
18.10.1986; -2.1; -8.7; -5.8;9999;3;0; -10.3
19.10.1986; 2.1; -7.4; -2.7;9999;3;0; -7.0
20.10.1986; -2.6; -8.2; -5.5;9999;3;0; -9.9
21.10.1986; -2.9; -10.4; -6.8;9999;2;0; -10.7
22.10.1986; -4.3; -10.7; -7.2;9999;4;0; -12.4
23.10.1986; -3.1; -5.2; -3.9;9999;9;0; -12.2
24.10.1986; -2.8; -6.7; -4.4;9999;8;0; -12.1
25.10.1986; -6.4; -11.1; -9.5;9999;4;0; -14.9
26.10.1986; -5.5; -11.4; -8.1;9999;7;0; -15.3
27.10.1986; -4.0; -11.2; -5.0;9999;12;1; -15.1
28.10.1986; -3.3; -5.1; -4.2;9999;5;1; -9.5
29.10.1986; -0.3; -4.9; -1.7;9999;3;2; -5.6
30.10.1986; -3.4; -4.4; -4.2;9999;5;1; -9.6
31.10.1986; -1.2; -7.8; -5.0;9999;3;1; -9.3
01.11.1986; -4.6; -8.5; -5.5;9999;4;0; -10.3
02.11.1986; -2.4; -8.4; -5.4;9999;2;5; -8.9
03.11.1986; -5.3; -8.2; -7.1;9999;5;0; -12.8
04.11.1986; -0.1; -8.2; -2.6;9999;8;3; -9.7
05.11.1986; 0.7; -3.3; -0.4;9999;8;23; -7.3
06.11.1986; -0.4; -6.2; -3.9;9999;3;9; -7.9
07.11.1986; -6.1; -7.5; -6.9;9999;4;10; -11.8
08.11.1986; -6.0; -9.6; -7.9;9999;5;12; -13.6
09.11.1986; -3.0; -10.1; -4.2;9999;4;1; -8.9
10.11.1986; -3.2; -5.8; -4.2;9999;4;7; -8.9
11.11.1986; -5.9; -11.1; -9.4;9999;3;0; -14.0
12.11.1986; -3.1; -14.5; -10.6;9999;4;0; -16.0
13.11.1986; -10.4; -14.8; -11.3;9999;3;0; -16.1
14.11.1986; -11.4; -16.0; -13.5;9999;4;0; -19.1
15.11.1986; -10.9; -16.0; -12.3;9999;8;0; -20.4
16.11.1986; -8.4; -12.8; -9.6;9999;7;3; -16.8
17.11.1986; -4.3; -10.8; -7.1;9999;5;0; -12.8
18.11.1986; 2.1; -8.1; 1.1;9999;9;5; -6.4
19.11.1986; 1.9; -1.4; -0.4;9999;6;2; -6.1
20.11.1986; 0.6; -2.8; -1.3;9999;3;0; -5.2
21.11.1986; -2.6; -5.1; -4.5;9999;3;0; -8.8
22.11.1986; -3.9; -7.0; -5.1;9999;5;1; -10.6
23.11.1986; -6.6; -10.1; -8.1;9999;3;0; -12.7
24.11.1986; -8.4; -12.4; -10.6;9999;4;0; -16.0
25.11.1986; -8.3; -12.7; -9.1;9999;4;0; -14.4
26.11.1986; -8.1; -13.0; -10.3;9999;3;2; -14.9
27.11.1986; -12.2; -16.4; -14.8;9999;4;0; -20.4
28.11.1986; -13.3; -17.1; -15.2;9999;6;0; -22.1
29.11.1986; -12.3; -17.9; -14.5;9999;4;5; -20.1
30.11.1986; -16.5; -18.3; -17.5;9999;4;0; -23.3
01.12.1986; -13.7; -18.7; -15.7;9999;4;0; -21.4
02.12.1986; -15.9; -19.0; -17.8;9999;4;0; -23.6
03.12.1986; -18.1; -19.9; -19.3;9999;4;0; -25.2
04.12.1986; -17.4; -20.9; -18.6;9999;4;0; -24.5
05.12.1986; -16.9; -21.2; -19.6;9999;4;0; -25.5
06.12.1986; -19.1; -22.0; -20.1;9999;4;0; -26.1
07.12.1986; -16.8; -21.1; -18.6;9999;3;0; -23.8
08.12.1986; -13.6; -19.5; -14.6;9999;5;0; -20.9
09.12.1986; -14.9; -18.9; -17.4;9999;4;0; -23.2
10.12.1986; -16.4; -19.8; -18.3;9999;4;0; -24.2
11.12.1986; -15.6; -20.0; -17.6;9999;3;0; -22.8
12.12.1986; -11.7; -18.7; -12.5;9999;3;0; -17.3
13.12.1986; -11.3; -13.8; -12.7;9999;5;0; -18.9
14.12.1986; -13.8; -16.1; -15.0;9999;6;1; -22.0
15.12.1986; -14.5; -16.6; -15.6;9999;6;0; -22.6
16.12.1986; -12.1; -16.4; -13.2;9999;5;0; -19.5
17.12.1986; -10.7; -14.3; -12.5;9999;3;0; -17.4
18.12.1986; -13.4; -17.3; -15.6;9999;2;0; -20.0
19.12.1986; -17.1; -20.1; -18.7;9999;4;0; -24.6
20.12.1986; -15.3; -20.2; -16.6;9999;6;0; -23.6
21.12.1986; -11.0; -18.5; -14.9;9999;5;1; -21.1
22.12.1986; -9.7; -17.9; -11.6;9999;8;2; -19.6
23.12.1986; -9.0; -12.2; -10.7;9999;8;0; -18.7
24.12.1986; -10.5; -12.8; -11.3;9999;5;0; -17.4
25.12.1986; -9.9; -15.8; -11.6;9999;4;0; -17.1
26.12.1986; -14.5; -18.4; -16.7;9999;4;0; -22.5
27.12.1986; -13.7; -18.5; -16.3;9999;4;0; -22.1
28.12.1986; -15.3; -22.5; -19.7;9999;6;0; -27.0
29.12.1986; -21.9; -23.4; -22.7;9999;5;0; -29.4
30.12.1986; -20.7; -24.5; -22.7;9999;7;0; -30.8
31.12.1986; -17.7; -25.0; -18.8;9999;9;1; -27.9
01.01.1987; -10.9; -20.9; -18.9;9999;6;0; -26.1
02.01.1987; -18.4; -22.5; -21.1;9999;4;0; -27.1
03.01.1987; -21.6; -24.8; -23.2;9999;4;0; -29.3
04.01.1987; -22.8; -28.2; -25.7;9999;5;0; -32.6
05.01.1987; -21.8; -28.2; -24.3;9999;4;0; -30.5
06.01.1987; -20.7; -26.9; -21.8;9999;4;0; -27.8
07.01.1987; -20.6; -23.3; -22.3;9999;4;0; -28.4
08.01.1987; -20.5; -23.4; -22.1;9999;4;0; -28.2
09.01.1987; -16.8; -23.9; -20.1;9999;3;0; -25.4
10.01.1987; -14.4; -20.6; -16.2;9999;6;0; -23.3
11.01.1987; -15.4; -18.1; -17.2;9999;3;0; -22.4
12.01.1987; -17.0; -20.4; -19.3;9999;2;0; -23.9
13.01.1987; -18.9; -22.6; -20.9;9999;3;0; -26.3
14.01.1987; -18.3; -22.8; -21.1;9999;3;0; -26.5
15.01.1987; -17.6; -21.5; -19.8;9999;2;0; -24.5
16.01.1987; -17.8; -21.6; -19.9;9999;1;0; -23.9
17.01.1987; -19.4; -23.9; -21.7;9999;3;0; -27.1
18.01.1987; -21.5; -24.5; -23.3;9999;4;0; -29.4
19.01.1987; -21.4; -25.3; -23.7;9999;2;0; -28.5
20.01.1987; -22.5; -25.3; -24.2;9999;3;0; -29.7
21.01.1987; -22.1; -25.1; -24.1;9999;3;0; -29.6
22.01.1987; -23.4; -26.2; -25.2;9999;4;0; -31.4
23.01.1987; -20.6; -22.4; -21.6;9999;3;0; -27.0
24.01.1987; -19.9; -22.8; -20.9;9999;3;0; -26.2
25.01.1987; -16.9; -22.6; -18.2;9999;3;0; -23.4
26.01.1987; -11.5; -19.2; -14.3;9999;5;0; -20.5
27.01.1987; -14.6; -17.6; -15.8;9999;5;4; -22.1
28.01.1987; -10.0; -16.5; -11.8;9999;3;1; -16.6
29.01.1987; -5.6; -12.9; -10.8;9999;3;1; -15.5
30.01.1987; -4.9; -12.7; -6.1;9999;8;5; -13.6
31.01.1987; -6.5; -12.0; -9.1;9999;5;0; -15.1
01.02.1987; -9.8; -13.4; -12.2;9999;3;0; -17.1
02.02.1987; -10.0; -16.2; -14.0;9999;3;0; -18.9
03.02.1987; -13.6; -24.2; -19.1;9999;6;0; -26.3
04.02.1987; -19.0; -22.0; -21.2;9999;4;0; -27.2
05.02.1987; -19.2; -23.4; -21.9;9999;4;0; -28.0
06.02.1987; -19.4; -23.8; -21.4;9999;4;0; -27.4
07.02.1987; -15.3; -23.2; -16.8;9999;3;0; -21.9
08.02.1987; -13.1; -17.8; -15.4;9999;2;0; -19.8
09.02.1987; -12.0; -17.2; -13.1;9999;2;0; -17.4
10.02.1987; -12.5; -16.7; -14.6;9999;3;0; -19.6
11.02.1987; -14.1; -17.2; -16.0;9999;4;0; -21.7
12.02.1987; -14.8; -17.6; -16.2;9999;5;0; -22.6
13.02.1987; -10.9; -14.8; -13.3;9999;7;0; -20.8
14.02.1987; -6.9; -14.8; -8.4;9999;7;0; -15.6
15.02.1987; -9.6; -16.2; -13.7;9999;10;0; -23.2
16.02.1987; -13.9; -18.6; -16.2;9999;7;0; -23.9
17.02.1987; -14.5; -20.5; -17.9;9999;5;0; -24.4
18.02.1987; -15.9; -21.1; -19.1;9999;3;0; -24.4
19.02.1987; -14.9; -21.7; -19.4;9999;3;0; -24.7
20.02.1987; -16.0; -22.4; -19.8;9999;3;0; -25.1
21.02.1987; -17.7; -22.8; -20.8;9999;3;0; -26.2
22.02.1987; -16.1; -23.0; -20.7;9999;3;0; -26.0
23.02.1987; -17.6; -23.3; -20.8;9999;3;0; -26.1
24.02.1987; -18.7; -24.0; -21.8;9999;3;0; -27.2
25.02.1987; -16.9; -24.3; -21.7;9999;2;0; -26.4
26.02.1987; -18.1; -25.3; -21.2;9999;3;0; -26.5
27.02.1987; -15.1; -20.1; -17.7;9999;7;0; -25.5
28.02.1987; -7.3; -18.7; -10.6;9999;6;0; -17.3
01.03.1987; -4.1; -12.0; -6.6;9999;6;0; -12.8
02.03.1987; -1.8; -9.2; -4.7;9999;5;0; -10.3
03.03.1987; 0.7; -6.4; -0.5;9999;9;1; -8.3
04.03.1987; -0.1; -2.4; -1.2;9999;5;0; -6.5
05.03.1987; -2.1; -4.3; -3.5;9999;7;0; -10.4
06.03.1987; -1.7; -7.1; -4.1;9999;5;0; -9.7
07.03.1987; -1.0; -7.1; -2.9;9999;3;0; -7.1
08.03.1987; 0.8; -4.5; -1.8;9999;5;0; -7.1
09.03.1987; -0.9; -7.6; -4.3;9999;2;0; -7.8
10.03.1987; -1.5; -12.5; -7.1;9999;3;0; -11.5
11.03.1987; -6.0; -12.6; -8.1;9999;3;0; -12.6
12.03.1987; -5.8; -12.3; -9.5;9999;2;0; -13.4
13.03.1987; -6.1; -12.6; -9.7;9999;2;0; -13.7
14.03.1987; -4.2; -14.2; -10.5;9999;2;0; -14.6
15.03.1987; -6.9; -14.7; -9.8;9999;8;0; -17.8
16.03.1987; -7.5; -11.9; -8.8;9999;11;0; -18.7
17.03.1987; -5.9; -12.3; -9.1;9999;5;0; -15.0
18.03.1987; -5.0; -12.6; -8.7;9999;2;0; -12.6
19.03.1987; -3.6; -12.6; -8.3;9999;3;0; -12.8
20.03.1987; -3.9; -12.5; -8.8;9999;2;0; -12.7
21.03.1987; -5.5; -13.1; -9.9;9999;3;0; -14.5
22.03.1987; -6.4; -13.1; -9.3;9999;2;0; -13.2
23.03.1987; -7.3; -12.8; -10.8;9999;2;0; -14.8
24.03.1987; -9.4; -15.5; -12.8;9999;2;1; -17.0
25.03.1987; -10.2; -17.0; -14.3;9999;6;0; -21.2
26.03.1987; -10.6; -17.0; -12.7;9999;7;0; -20.2
27.03.1987; -10.5; -19.2; -14.7;9999;3;0; -19.7
28.03.1987; -12.0; -19.9; -16.5;9999;1;0; -20.3
29.03.1987; -12.7; -20.2; -15.9;9999;2;0; -20.4
30.03.1987; -10.3; -19.8; -14.8;9999;4;0; -20.5
31.03.1987; -12.5; -19.3; -16.1;9999;3;0; -21.2
01.04.1987; -9.5; -19.4; -13.4;9999;3;0; -18.3
02.04.1987; -6.4; -16.9; -8.8;9999;2;0; -12.8
03.04.1987; -7.6; -11.6; -9.6;9999;5;0; -15.5
04.04.1987; -3.5; -11.6; -5.4;9999;5;0; -11.0
05.04.1987; -0.6; -9.5; -5.6;9999;4;0; -10.7
06.04.1987; -2.0; -9.8; -5.7;9999;2;0; -9.6
07.04.1987; -3.7; -15.5; -9.0;9999;4;0; -14.4
08.04.1987; -9.0; -15.7; -11.8;9999;3;0; -16.7
09.04.1987; -4.7; -9.6; -7.7;9999;5;0; -13.5
10.04.1987; -3.3; -11.0; -6.9;9999;6;0; -13.3
11.04.1987; -3.2; -11.3; -7.1;9999;6;0; -13.6
12.04.1987; -3.1; -11.7; -5.7;9999;7;0; -12.7
13.04.1987; -0.9; -11.2; -6.2;9999;6;0; -12.6
14.04.1987; -4.1; -12.6; -8.5;9999;3;0; -13.1
15.04.1987; -5.5; -12.9; -8.6;9999;3;0; -13.2
16.04.1987; -5.5; -12.7; -8.8;9999;3;0; -13.4
17.04.1987; -5.4; -11.6; -7.3;9999;3;0; -11.7
18.04.1987; -7.1; -8.9; -8.0;9999;10;7; -16.9
19.04.1987; -2.3; -9.4; -6.2;9999;3;8; -10.6
20.04.1987; -2.8; -10.4; -6.4;9999;4;0; -11.6
21.04.1987; -3.3; -7.6; -5.6;9999;6;3; -11.7
22.04.1987; 0.2; -7.2; -1.3;9999;8;3; -8.3
23.04.1987; 1.2; -3.2; -0.9;9999;8;46; -7.9
24.04.1987; 2.0; -3.1; 0.2;9999;1;2; -2.4
25.04.1987; 3.4; 0.8; 1.9;9999;6;0; -4.0
26.04.1987; 1.1; -3.5; -1.4;9999;4;1; -6.1
27.04.1987; -0.2; -5.3; -2.9;9999;3;0; -7.2
28.04.1987; -1.2; -7.3; -4.0;9999;3;0; -8.3
29.04.1987; -0.4; -7.3; -3.6;9999;3;0; -7.9
30.04.1987; 0.5; -7.5; -3.1;9999;2;0; -6.7
01.05.1987; 0.1; -6.1; -2.3;9999;7;0; -9.1
02.05.1987; 1.0; -4.5; -0.7;9999;9;0; -8.6
03.05.1987; 1.9; -2.1; 0.1;9999;4;0; -4.3
04.05.1987; 2.4; -2.3; -0.1;9999;10;0; -8.4
05.05.1987; 2.0; -2.2; 0.2;9999;7;3; -6.1
06.05.1987; 1.5; -2.2; -0.5;9999;3;3; -4.2
07.05.1987; 2.1; -2.0; -0.4;9999;1;0; -2.8
08.05.1987; 2.0; -3.2; -1.4;9999;2;0; -4.5
09.05.1987; -0.2; -2.6; -1.3;9999;4;1; -5.7
10.05.1987; 3.0; -2.3; 0.8;9999;7;3; -5.4
11.05.1987; 0.2; -1.8; -1.1;9999;2;7; -4.2
12.05.1987; 2.0; -1.8; -0.8;9999;3;0; -4.5
13.05.1987; 0.7; -2.1; -0.9;9999;7;16; -7.1
14.05.1987; 3.4; -1.6; 0.0;9999;2;4; -3.1
15.05.1987; 5.3; -3.8; -0.2;9999;2;0; -3.4
16.05.1987; 0.7; -4.0; -1.2;9999;2;2; -4.3
17.05.1987; -1.3; -3.6; -2.4;9999;3;2; -6.2
18.05.1987; 4.0; -3.1; 0.4;9999;4;0; -4.0
19.05.1987; 3.7; -1.2; 0.9;9999;4;1; -3.4
20.05.1987; 6.2; -1.3; 4.1;9999;3;0; 0.2
21.05.1987; 6.5; 1.5; 3.9;9999;4;0; -0.5
22.05.1987; 6.2; 1.7; 4.4;9999;2;0; 1.6
23.05.1987; 6.8; 1.1; 3.1;9999;1;0; 0.8
24.05.1987; 6.2; -1.7; 0.8;9999;3;0; -2.7
25.05.1987; 0.0; -2.5; -1.6;9999;3;0; -5.3
26.05.1987; -0.4; -3.1; -1.9;9999;2;0; -5.0
27.05.1987; 0.6; -3.2; -0.9;9999;1;0; -3.3
28.05.1987; 0.3; -3.0; -1.6;9999;3;0; -5.4
29.05.1987; 1.6; -3.0; 0.0;9999;4;0; -4.3
30.05.1987; 1.5; -0.4; 0.8;9999;8;27; -5.9
31.05.1987; 2.6; -0.8; 0.2;9999;2;4; -2.8
01.06.1987; 4.0; -0.8; 1.2;9999;2;1; -1.7
02.06.1987; 11.2; -0.5; 4.8;9999;2;0; 2.2
03.06.1987; 6.2; 1.2; 4.0;9999;2;1; 1.2
04.06.1987; 14.3; 1.7; 10.2;9999;3;0; 7.1
05.06.1987; 12.0; 4.1; 8.8;9999;8;0; 2.4
06.06.1987; 10.8; 4.9; 7.6;9999;6;0; 2.5
07.06.1987; 7.7; 1.4; 4.6;9999;5;0; 0.1
08.06.1987; 6.6; -0.4; 2.9;9999;4;0; -1.0
09.06.1987; 17.2; -0.4; 11.6;9999;3;0; 8.5
10.06.1987; 13.5; 6.7; 9.3;9999;3;0; 6.2
11.06.1987; 12.1; 5.7; 9.7;9999;3;0; 6.9
12.06.1987; 9.5; 4.4; 6.8;9999;3;0; 4.1
13.06.1987; 10.8; 4.0; 7.2;9999;3;0; 4.4
14.06.1987; 8.4; 3.7; 5.2;9999;3;0; 2.2
15.06.1987; 6.6; 3.3; 4.4;9999;3;0; 1.4
16.06.1987; 7.5; 3.3; 5.7;9999;2;2; 3.6
17.06.1987; 10.7; 4.7; 7.9;9999;3;0; 5.4
18.06.1987; 11.4; 3.7; 6.0;9999;3;0; 3.3
19.06.1987; 8.6; 3.6; 6.9;9999;5;0; 2.9
20.06.1987; 8.1; 3.8; 5.1;9999;5;0; 1.0
21.06.1987; 13.2; 3.8; 8.6;9999;3;0; 6.0
22.06.1987; 16.3; 5.4; 9.6;9999;3;0; 7.0
23.06.1987; 12.7; 6.3; 9.0;9999;3;0; 6.3
24.06.1987; 16.2; 7.1; 11.2;9999;2;0; 9.0
25.06.1987; 14.5; 6.7; 10.3;9999;3;0; 7.9
26.06.1987; 12.7; 5.3; 7.6;9999;4;0; 4.5
27.06.1987; 11.6; 4.8; 8.8;9999;3;0; 6.3
28.06.1987; 13.3; 6.4; 9.7;9999;3;0; 7.2
29.06.1987; 15.4; 7.3; 10.9;9999;2;0; 9.3
30.06.1987; 11.4; 6.5; 8.9;9999;3;0; 6.6
01.07.1987; 10.3; 7.3; 8.3;9999;4;6; 5.4
02.07.1987; 13.0; 6.7; 9.4;9999;2;0; 7.8
03.07.1987; 12.3; 6.4; 9.4;9999;3;0; 7.2
04.07.1987; 10.0; 6.6; 8.1;9999;3;0; 5.8
05.07.1987; 11.0; 6.1; 8.3;9999;3;0; 6.0
06.07.1987; 14.3; 5.5; 10.3;9999;2;0; 8.9
07.07.1987; 14.1; 7.4; 9.9;9999;3;0; 7.8
08.07.1987; 11.0; 7.3; 9.1;9999;5;0; 5.6
